metric,indicator,demographic_category,demographic_value,date_type,date_value_start,date_value_end,value,unit,value_smoothed,description
Case,Total Cases,Citywide,,Daily,2021-09-20,NA,11456.23,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-09-21,NA,11481,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-09-22,NA,11502.46,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-09-23,NA,11522.62,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-09-24,NA,11537.6,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-09-25,NA,11546.1,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-09-26,NA,11555.32,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-09-27,NA,11575.34,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-09-28,NA,11593.63,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-09-29,NA,11616.39,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-09-30,NA,11631.37,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-01,NA,11646.92,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-02,NA,11653.26,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-03,NA,11663.2,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-04,NA,11685.23,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-05,NA,11705.25,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-06,NA,11724.99,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-07,NA,11746.3,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-08,NA,11760.85,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-09,NA,11768.05,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-10,NA,11776.41,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-11,NA,11791.24,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-12,NA,11810.54,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-13,NA,11827.11,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-14,NA,11845.4,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-15,NA,11860.81,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-16,NA,11866.43,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-17,NA,11871.18,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-18,NA,11887.45,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-19,NA,11903.3,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-20,NA,11916.12,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-21,NA,11929.94,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-22,NA,11941.75,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-23,NA,11947.66,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-24,NA,11953.42,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-25,NA,11969.7,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-26,NA,11984.24,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-27,NA,11999.22,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-28,NA,12016.51,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-29,NA,12030.33,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-30,NA,12036.81,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-10-31,NA,12044.16,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-01,NA,12061.88,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-02,NA,12083.19,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-03,NA,12106.81,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-04,NA,12127.55,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-05,NA,12144.55,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-06,NA,12153.05,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-07,NA,12160.39,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-08,NA,12185.17,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-09,NA,12209.51,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-10,NA,12237.31,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-11,NA,12258.91,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-12,NA,12282.68,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-13,NA,12295.21,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-14,NA,12305.43,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-15,NA,12338.99,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-16,NA,12376.44,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-17,NA,12410.43,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-18,NA,12441.97,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-19,NA,12472.8,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-20,NA,12486.62,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-21,NA,12500.74,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-22,NA,12534.73,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-23,NA,12572.18,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-24,NA,12597.82,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-25,NA,12600.7,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-26,NA,12617.55,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-27,NA,12634.4,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-28,NA,12653.84,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-29,NA,12715.06,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-11-30,NA,12768.64,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-01,NA,12829.85,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-02,NA,12890.77,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-03,NA,12944.07,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-04,NA,12971.43,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-05,NA,12989.29,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-06,NA,13057.71,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-07,NA,13114.89,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-08,NA,13175.81,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-09,NA,13227.81,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-10,NA,13276.49,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-11,NA,13301.26,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-12,NA,13323.88,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-13,NA,13406.41,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-14,NA,13498.73,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-15,NA,13608.48,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-16,NA,13714.78,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-17,NA,13810.12,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-18,NA,13859.53,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-19,NA,13904.75,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-20,NA,14086.66,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-21,NA,14288.88,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-22,NA,14511.84,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-23,NA,14674.6,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-24,NA,14732.5,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-25,NA,14753.53,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-26,NA,14858.09,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-27,NA,15226.38,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-28,NA,15645.94,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-29,NA,16094.89,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-30,NA,16438.98,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2021-12-31,NA,16557.8,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-01,NA,16628.81,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-02,NA,16813.31,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-03,NA,17440.28,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-04,NA,18021.16,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-05,NA,18543.41,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-06,NA,19024.05,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-07,NA,19203.8,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-08,NA,19389.16,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-09,NA,19553.36,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-10,NA,20041.05,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-11,NA,20305.06,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-12,NA,20588.08,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-13,NA,20840.56,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-14,NA,21077.5,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-15,NA,21178.61,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-16,NA,21277.12,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-17,NA,21411.5,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-18,NA,21692.65,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-19,NA,21887.81,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-20,NA,22051.87,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-21,NA,22187.54,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-22,NA,22245.44,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-23,NA,22291.68,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-24,NA,22435.85,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-25,NA,22557.13,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-26,NA,22678.98,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-27,NA,22761.65,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-28,NA,22833.95,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-29,NA,22838.71,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-30,NA,22869.39,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-01-31,NA,22957.24,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-01,NA,23043.95,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-02,NA,23111.79,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-03,NA,23166.95,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-04,NA,23201.38,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-05,NA,23220.97,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-06,NA,23238.97,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-07,NA,23302.49,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-08,NA,23357.94,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-09,NA,23403.31,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-10,NA,23442.05,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-11,NA,23472.88,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-12,NA,23488.57,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-13,NA,23497.79,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-14,NA,23542.73,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-15,NA,23584.07,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-16,NA,23631.89,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-17,NA,23671.64,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-18,NA,23699.72,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-19,NA,23710.09,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-20,NA,23717.3,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-21,NA,23742.65,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-22,NA,23782.11,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-23,NA,23812.93,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-24,NA,23840.73,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-25,NA,23851.53,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-26,NA,23861.04,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-27,NA,23867.81,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-02-28,NA,23893.01,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-01,NA,23914.47,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-02,NA,23935.36,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-03,NA,23951.63,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-04,NA,23962.15,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-05,NA,23969.49,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-06,NA,23973.82,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-07,NA,23988.36,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-08,NA,24004.06,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-09,NA,24014.14,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-10,NA,24028.11,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-11,NA,24038.77,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-12,NA,24043.96,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-13,NA,24051.3,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-14,NA,24069.31,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-15,NA,24082.56,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-16,NA,24095.38,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-17,NA,24106.04,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-18,NA,24116.12,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-19,NA,24122.74,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-20,NA,24131.96,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-21,NA,24159.04,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-22,NA,24185.83,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-23,NA,24214.35,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-24,NA,24235.52,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-25,NA,24252.08,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-26,NA,24266.05,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-27,NA,24278.15,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-28,NA,24314.02,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-29,NA,24351.46,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-30,NA,24389.2,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-03-31,NA,24425.21,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-01,NA,24453.29,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-02,NA,24465.83,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-03,NA,24481.67,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-04,NA,24522.57,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-05,NA,24572.26,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-06,NA,24621.23,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-07,NA,24662.14,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-08,NA,24693.97,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-09,NA,24710.53,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-10,NA,24725.22,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-11,NA,24796.81,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-12,NA,24857.73,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-13,NA,24922.4,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-14,NA,24973.1,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-15,NA,25016.17,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-16,NA,25035.18,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-17,NA,25046.27,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-18,NA,25077.52,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-19,NA,25157.75,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-20,NA,25227.03,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-21,NA,25285.07,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-22,NA,25338.51,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-23,NA,25357.66,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-24,NA,25377.97,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-25,NA,25468.14,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-26,NA,25541.88,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-27,NA,25615.05,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-28,NA,25674.68,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-29,NA,25725.52,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-04-30,NA,25747.99,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-01,NA,25772.04,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-02,NA,25864.22,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-03,NA,25954.82,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-04,NA,26038.07,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-05,NA,26111.38,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-06,NA,26175.04,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-07,NA,26202.55,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-08,NA,26222.57,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-09,NA,26314.89,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-10,NA,26397.14,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-11,NA,26481.25,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-12,NA,26549.23,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-13,NA,26600.94,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-14,NA,26628.59,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-15,NA,26660.43,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-16,NA,26748.14,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-17,NA,26829.37,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-18,NA,26897.07,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-19,NA,26950.94,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-20,NA,26994,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-21,NA,27015.17,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-22,NA,27035.63,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-23,NA,27099.14,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-24,NA,27149.84,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-25,NA,27206.01,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-26,NA,27242.17,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-27,NA,27274.57,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-28,NA,27291.28,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-29,NA,27301.94,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-30,NA,27313.17,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-05-31,NA,27371.36,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-01,NA,27420.04,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-02,NA,27461.81,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-03,NA,27494.22,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-04,NA,27509.06,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-05,NA,27524.76,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-06,NA,27564.51,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-07,NA,27605.41,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-08,NA,27640.12,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-09,NA,27668.07,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-10,NA,27689.09,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-11,NA,27701.19,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-12,NA,27714.16,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-13,NA,27744.26,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-14,NA,27776.81,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-15,NA,27805.33,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-16,NA,27830.97,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-17,NA,27849.83,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-18,NA,27861.36,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-19,NA,27871.15,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-20,NA,27890.74,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-21,NA,27923.43,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-22,NA,27951.09,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-23,NA,27975.14,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-24,NA,27994.58,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-25,NA,28006.54,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-26,NA,28015.32,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-27,NA,28042.26,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-28,NA,28070.2,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-29,NA,28098.43,"per 100,000 residents", ,NA
Case,Total Cases,Citywide,,Daily,2022-06-30,NA,28123.49,"per 100,000 residents", ,NA
